Country,Town,Bank_Name,Bank_Phone_number,Bank_Address,Bank_Website,Reviewer_Nane,Reviewer_Sart,Reviewer_Text,Reviewer_Publish_Date,Reviewer_Like_Reaction,Reviewer_Profil_Link,Reviewer_Owner_Reply,Reviewer_Owner_Reply_Date,Topic,Sentiment,Sub_Topic
Bénin,Bohicon,Banque Atlantique Agence Bohicon,Not available,"53G7+467, Rnie4, Bohicon, Bénin",not available,Posidius Viahounde,2,Mauvaise expérience car service beaucoup trop lent.,2023-06-28,0,https://www.google.com/maps/contrib/102535964378520076856/reviews?hl=fr,,0000-00-00,s,e,r
Bénin,Bohicon,Banque Atlantique Agence Bohicon,Not available,"53G7+467, Rnie4, Bohicon, Bénin",not available,Posidius Viahounde,2,Mauvaise expérience car service beaucoup trop lent.,2023-06-28,0,https://www.google.com/maps/contrib/102535964378520076856/reviews?hl=fr,,0000-00-00,l,e,n
Bénin,Bohicon,Diamond Bank Agence Bohicon,+229 21 31 95 29,"Qtier Gankou Ponsa, Rte De La Gare,, Maison Avononmadégbé Dominique, Bohicon 10000, Bénin",not available,Franck Kassa,5,NAN,2013-06-30,0,https://www.google.com/maps/contrib/115655413169396951968/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Bohicon,Ecobank Bohicon,+229 22 51 06 63,"Bohicon, Bénin",ecobank.com,Prisca Mariano,1,NAN,2017-06-29,0,https://www.google.com/maps/contrib/117618644413982474502/reviews?hl=fr,,0000-00-00,Expérience,Negative,[]
Bénin,Dogbo,Arrondissement Central De Dogbo,Not available,"Rq3H+Hvm, Doqbo, Bénin",not available,Sohoudji Cégnannou Enock Lionel,4,Situé en bordure de voie,2023-06-28,0,https://www.google.com/maps/contrib/101075537309615620512/reviews?hl=fr,,0000-00-00,situé en bordure de voie,Positive,"['privilégiée', 'calme']"
Bénin,Dogbo,Arrondissement Central De Dogbo,Not available,"Rq3H+Hvm, Doqbo, Bénin",not available,Sohoudji Cégnannou Enock Lionel,4,Situé en bordure de voie,2023-06-28,0,https://www.google.com/maps/contrib/101075537309615620512/reviews?hl=fr,,0000-00-00,qualité des services,Negative,"['incohérents', 'lents']"
Bénin,Dogbo,Arrondissement Central De Dogbo,Not available,"Rq3H+Hvm, Doqbo, Bénin",not available,Sohoudji Cégnannou Enock Lionel,4,Situé en bordure de voie,2023-06-28,0,https://www.google.com/maps/contrib/101075537309615620512/reviews?hl=fr,,0000-00-00,tarification,Neutre,[]
Bénin,Dogbo,Arrondissement Central De Dogbo,Not available,"Rq3H+Hvm, Doqbo, Bénin",not available,Sohoudji Cégnannou Enock Lionel,4,Situé en bordure de voie,2023-06-28,0,https://www.google.com/maps/contrib/101075537309615620512/reviews?hl=fr,,0000-00-00,voi de passage,Positive,['rapidité']
Bénin,Dogbo,Arrondissement Central De Dogbo,Not available,"Rq3H+Hvm, Doqbo, Bénin",not available,Sohoudji Cégnannou Enock Lionel,4,Situé en bordure de voie,2023-06-28,0,https://www.google.com/maps/contrib/101075537309615620512/reviews?hl=fr,,0000-00-00,danger,Negative,"['collision', 'encombrement']"
Bénin,Dogbo,Arrondissement Central De Dogbo,Not available,"Rq3H+Hvm, Doqbo, Bénin",not available,Sohoudji Cégnannou Enock Lionel,4,Situé en bordure de voie,2023-06-28,0,https://www.google.com/maps/contrib/101075537309615620512/reviews?hl=fr,,0000-00-00,espace,Neutral,[]
Bénin,Dogbo,Bank Of Africa Agence Zogbo,Not available,"99Rq+34W, Rue 2650, Cotonou, Bénin",not available,Thierry Tobossi,5,NAN,2017-06-29,0,https://www.google.com/maps/contrib/106242779399685873165/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Savalou,Agence Ecobank Savalou,+229 22 54 08 36,"Après Carrefour Soha Face Padme, Savalou, Bénin",ecobank.com,Amoni Ghana,5,NAN,2022-06-28,0,https://www.google.com/maps/contrib/113204300356984646782/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Savalou,Agence Ecobank Savalou,+229 22 54 08 36,"Après Carrefour Soha Face Padme, Savalou, Bénin",ecobank.com,Amoni Ghana,5,NAN,2022-06-28,0,https://www.google.com/maps/contrib/113204300356984646782/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Boukoumbé,Bank Of Africa Agence Bohicon,+229 22 51 08 11,"53G7+74V, Bohicon, Bénin",not available,Jela Smiley,4,NAN,2022-06-28,0,https://www.google.com/maps/contrib/102181566406653673823/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Boukoumbé,Bank Of Africa Agence Bohicon,+229 22 51 08 11,"53G7+74V, Bohicon, Bénin",not available,Jela Smiley,4,NAN,2022-06-28,0,https://www.google.com/maps/contrib/102181566406653673823/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Boukoumbé,Agence Boa Abomey,+229 21 36 51 48,"52M7+5Pg, Abomey, Bénin",not available,Daniel Alfaro,5,"Utilisez le guichet automatique, cela fonctionne parfaitement.",2023-06-28,1,https://www.google.com/maps/contrib/104809305004479701720/reviews?hl=fr,,0000-00-00,Utilisez,Positive,['parfaitement']
Bénin,Boukoumbé,Agence Boa Abomey,+229 21 36 51 48,"52M7+5Pg, Abomey, Bénin",not available,Daniel Alfaro,5,"Utilisez le guichet automatique, cela fonctionne parfaitement.",2023-06-28,1,https://www.google.com/maps/contrib/104809305004479701720/reviews?hl=fr,,0000-00-00,le,Neutral,[]
Bénin,Boukoumbé,Agence Boa Abomey,+229 21 36 51 48,"52M7+5Pg, Abomey, Bénin",not available,Daniel Alfaro,5,"Utilisez le guichet automatique, cela fonctionne parfaitement.",2023-06-28,1,https://www.google.com/maps/contrib/104809305004479701720/reviews?hl=fr,,0000-00-00,guichet,Positive,"['automatique', 'fonctionne']"
Bénin,Boukoumbé,Agence Boa Abomey,+229 21 36 51 48,"52M7+5Pg, Abomey, Bénin",not available,Daniel Alfaro,5,"Utilisez le guichet automatique, cela fonctionne parfaitement.",2023-06-28,1,https://www.google.com/maps/contrib/104809305004479701720/reviews?hl=fr,,0000-00-00,Cela,Positive,['fonctionne']
Bénin,Boukoumbé,Boa: Agence Les Cocotiers,+229 21 30 10 01,"993X+F6M, Cotonou, Bénin",not available,Kolawole Alidou Tadde,1,NAN,2019-06-29,0,https://www.google.com/maps/contrib/104469217193584824002/reviews?hl=fr,,0000-00-00,Expérience,Negative,[]
Bénin,Boukoumbé,Boa: Agence Les Cocotiers,+229 21 30 10 01,"993X+F6M, Cotonou, Bénin",not available,Kolawole Alidou Tadde,1,NAN,2019-06-29,0,https://www.google.com/maps/contrib/104469217193584824002/reviews?hl=fr,,0000-00-00,Expérience,Negative,[]
Bénin,Boukoumbé,Uba Cocotiers,+229 21 31 24 24,"993X+Fgp, Rte De L'Aéroport, Cotonou, Bénin",ubagroup.com,Ibrahim Afridi,4,NAN,2015-06-30,0,https://www.google.com/maps/contrib/114912702593635375161/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Boukoumbé,Agence Boa Menontin,+229 21 36 51 26,"99Q7+Fpr, Cotonou, Bénin",not available,Gérardo Hounton,2,NAN,2023-09-01,0,https://www.google.com/maps/contrib/106081888862602380970/reviews?hl=fr,,0000-00-00,Expérience,Negative,[]
Bénin,Boukoumbé,Boa Agence Akpakpa,Not available,"9C6W+H6C, Cotonou, Bénin",not available,Ong Sahel,5,NAN,2021-06-28,0,https://www.google.com/maps/contrib/115931652522792074705/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Boukoumbé,Boa Benin (Bank Of Africa) - Agence Centrale,+229 21 31 32 28,"9C2J+Rrc Benin City, Ave Jean-Paul Ii, Cotonou, Bénin",bank-of-africa.net,Gylnex Sotchenou,5,NAN,2018-06-29,0,https://www.google.com/maps/contrib/115162508530295794961/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Boukoumbé,Ecobank Natitingou,+229 23 82 02 34,"La Gare Routière, Rnie3, A Côté De, Natitinqou, Bénin",ecobank.com,Youssoufou Traore,4,excellent,2023-06-28,0,https://www.google.com/maps/contrib/112874544210455099579/reviews?hl=fr,,0000-00-00,banque en ligne,Positive,"['sécurisé', 'pratique']"
Bénin,Boukoumbé,Ecobank Natitingou,+229 23 82 02 34,"La Gare Routière, Rnie3, A Côté De, Natitinqou, Bénin",ecobank.com,Youssoufou Traore,4,excellent,2023-06-28,0,https://www.google.com/maps/contrib/112874544210455099579/reviews?hl=fr,,0000-00-00,paiement,Negative,"['lent', 'coûteux']"
Bénin,Boukoumbé,Ecobank Natitingou,+229 23 82 02 34,"La Gare Routière, Rnie3, A Côté De, Natitinqou, Bénin",ecobank.com,Youssoufou Traore,4,excellent,2023-06-28,0,https://www.google.com/maps/contrib/112874544210455099579/reviews?hl=fr,,0000-00-00,informations financières,Neutre,[]
Bénin,Boukoumbé,Cbao Saint Michel,+229 21 36 59 02,"9C7G+Pc5, Boulevard Saint Michel, Cotonou, Bénin",not available,Boris Hounkpatin,1,NAN,2018-06-29,0,https://www.google.com/maps/contrib/107130408256314206762/reviews?hl=fr,,0000-00-00,Expérience,Negative,[]
Bénin,Boukoumbé,Sonibank Agence Ganhi,+229 21 31 21 89,"Centre Kodeih Nº9, Rue Du Gouverneur Bayol, Cotonou, Bénin",not available,Isabelle Queen,5,NAN,2018-06-29,0,https://www.google.com/maps/contrib/107977443767827842373/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Boukoumbé,Boa: Agence De Togoudo,+229 21 35 30 10,"Cruce De Los Tres Bancos, Av.Jean Paul Ii, Godomey, Bénin",not available,Romanus Sergio Houenou De Dravo,4,NAN,2017-06-29,0,https://www.google.com/maps/contrib/100307992615263183632/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Boukoumbé,Banque Internationale Pour L'Industrie Et Le Commerce,+229 21 31 22 00,"Boulevard Saint Michel, Cotonou, Bénin",biic-bank.com,Herman Hedokingbe,5,NAN,2017-06-29,0,https://www.google.com/maps/contrib/115309133299711002708/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Boukoumbé,Banque Internationale Pour L'Industrie Et Le Commerce,+229 21 31 22 00,"Boulevard Saint Michel, Cotonou, Bénin",biic-bank.com,Herman Hedokingbe,5,NAN,2017-06-29,0,https://www.google.com/maps/contrib/115309133299711002708/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Boukoumbé,Ecobank Bénin,+229 21 31 40 23,"Rue 232, Cotonou, Bénin",ecobank.com,Patrick Yadjemi,3,NAN,2015-06-30,0,https://www.google.com/maps/contrib/112943603722096541763/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Bénin,Boukoumbé,Sgb Agence Calavi Super U,Not available,"F9Q5+Wwm, Super U Calavi, Direction To Akassato, Abomey Calavi, Bénin",not available,Jeanne Medenou,5,"Accueil chaleureux.
Temps moyen d’attente mais service agréable",2023-08-02,2,https://www.google.com/maps/contrib/112518707690050059316/reviews?hl=fr,,0000-00-00,Accueil chaleureux,Positive,['chaleureux']
Bénin,Boukoumbé,Sgb Agence Calavi Super U,Not available,"F9Q5+Wwm, Super U Calavi, Direction To Akassato, Abomey Calavi, Bénin",not available,Jeanne Medenou,5,"Accueil chaleureux.
Temps moyen d’attente mais service agréable",2023-08-02,2,https://www.google.com/maps/contrib/112518707690050059316/reviews?hl=fr,,0000-00-00,Temps moyen d'attente,Negative,"['moyen', ""d'attente"", 'longue']"
Bénin,Boukoumbé,Sgb Agence Calavi Super U,Not available,"F9Q5+Wwm, Super U Calavi, Direction To Akassato, Abomey Calavi, Bénin",not available,Jeanne Medenou,5,"Accueil chaleureux.
Temps moyen d’attente mais service agréable",2023-08-02,2,https://www.google.com/maps/contrib/112518707690050059316/reviews?hl=fr,,0000-00-00,Service agréable,Positive,['agréable']
Bénin,Boukoumbé,Distributeurs Bank Of Africa Benin,+229 21 31 32 28,"9C2J+Pq4 Banque Cotonou, Ave Jean-Paul Ii, Cotonou, Bénin",boabenin.com,Tahirou Moussa,3,NAN,2018-06-29,0,https://www.google.com/maps/contrib/109460622052640858073/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Bénin,Boukoumbé,Société Générale Bénin,+229 21 31 83 00,"Ave Clozel, Cotonou, Bénin",societegenerale.bj,Clément Labintan,3,NAN,2016-06-29,0,https://www.google.com/maps/contrib/110030064409354194448/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Bénin,Boukoumbé,Banque Atlantique Agence Ganhi,+229 21 31 10 18,"9C3P+Gm2, Rue De La Poste, Cotonou, Bénin",banqueatlantique.net,Tatiana Samson,1,NAN,2018-06-29,0,https://www.google.com/maps/contrib/103720179264727720119/reviews?hl=fr,,0000-00-00,Expérience,Negative,[]
Bénin,Comé,Uba De Comè,Not available,"Cv5J+Jjp, Comé, Bénin",not available,Osinachi Chukwu,5,NAN,2018-06-29,0,https://www.google.com/maps/contrib/101470220014591211415/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Comé,Ccei Bank Agence Ganhi,+229 21 36 59 10,"9C3Q+M6F, Cotonou, Bénin",cceibankbenin.com,Julien Houangni,5,NAN,2020-06-28,0,https://www.google.com/maps/contrib/105819122026079790411/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Comé,Coris Bank Benin,+229 61 04 48 85,"122 Boulevard Steinmetz, Cotonou, Bénin",not available,Genevieve Bessanh,5,NAN,2019-06-29,0,https://www.google.com/maps/contrib/102727450135042440373/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Comé,Société Générale Bénin,+229 21 31 83 00,"Ave Clozel, Cotonou, Bénin",societegenerale.bj,Clément Labintan,3,NAN,2016-06-29,0,https://www.google.com/maps/contrib/110030064409354194448/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Bénin,Comé,Cbao Saint Michel,+229 21 36 59 02,"9C7G+Pc5, Boulevard Saint Michel, Cotonou, Bénin",not available,Boris Hounkpatin,1,NAN,2018-06-29,0,https://www.google.com/maps/contrib/107130408256314206762/reviews?hl=fr,,0000-00-00,Expérience,Negative,[]
Bénin,Comé,Ecobank Bénin,+229 21 31 40 23,"Rue 232, Cotonou, Bénin",ecobank.com,Patrick Yadjemi,3,NAN,2015-06-30,0,https://www.google.com/maps/contrib/112943603722096541763/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Bénin,Comé,Banque Internationale Pour L'Industrie Et Le Commerce,+229 21 31 22 00,"Boulevard Saint Michel, Cotonou, Bénin",biic-bank.com,Herman Hedokingbe,5,NAN,2017-06-29,0,https://www.google.com/maps/contrib/115309133299711002708/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Comé,Bsic Benin Sa,+229 51 20 96 69,"9C2H+W6H, Rue Des Dako Donou, Cotonou, Bénin",not available,Jean-Claude Zossou,2,NAN,2019-06-29,0,https://www.google.com/maps/contrib/110857139024129987023/reviews?hl=fr,,0000-00-00,Expérience,Negative,[]
Bénin,Comé,Bceao,+229 21 36 46 00,"9C3G+6Jv, Cotonou, Bénin",not available,Conrad Glonou,5,NAN,2018-06-29,0,https://www.google.com/maps/contrib/101172451881330539259/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Comé,"Nsia Banque, Menontin",Not available,"99Q7+7Mp, Cotonou, Bénin",not available,Energy Consult,5,NAN,2021-06-28,0,https://www.google.com/maps/contrib/107275292093327550123/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Comé,Ecobank Missèbo,+229 21 31 61 64,"Avenue Pierre Delorme, Cotonou, Bénin",ecobank.com,أبوبكر صالح,3,NAN,2022-06-28,0,https://www.google.com/maps/contrib/115212040516858537463/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Bénin,Comé,Boa Benin (Bank Of Africa) - Agence Centrale,+229 21 31 32 28,"9C2J+Rrc Benin City, Ave Jean-Paul Ii, Cotonou, Bénin",bank-of-africa.net,Gylnex Sotchenou,5,NAN,2018-06-29,0,https://www.google.com/maps/contrib/115162508530295794961/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Comé,Uba Cocotiers,+229 21 31 24 24,"993X+Fgp, Rte De L'Aéroport, Cotonou, Bénin",ubagroup.com,Ibrahim Afridi,4,NAN,2015-06-30,0,https://www.google.com/maps/contrib/114912702593635375161/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Tchaourou,Clcam Agence Tchaourou,Not available,"Vhpw+Wrx, Tchaourou, Bénin",not available,Adje Abdel Marouane,5,NAN,2019-06-29,0,https://www.google.com/maps/contrib/115017247412399531424/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Takoradi,Republic Bank,Not available,"7, 3 Market Cir, Takoradi, Ghana",not available,Derrick Asare,4,NAN,2024-02-28,0,https://www.google.com/maps/contrib/111970233613118563170/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Takoradi,"Gcb Bank, Takoradi Main",+233 20 271 1778,"V6Vw+Q38, Takoradi, Ghana",not available,Skirbechis Group Of Companies,5,NAN,2022-06-28,0,https://www.google.com/maps/contrib/106129254211777803463/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Takoradi,"Gcb Bank, Takoradi Main",+233 20 271 1778,"V6Vw+Q38, Takoradi, Ghana",not available,Skirbechis Group Of Companies,5,NAN,2022-06-28,0,https://www.google.com/maps/contrib/106129254211777803463/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Takoradi,"Republic Bank Ghana Limited, Takoradi",+233 31 202 7872,"43 Liberation Rd, Takoradi, Ghana",not available,Alfred Twum,5,NAN,2020-06-28,0,https://www.google.com/maps/contrib/118157479765270306686/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Takoradi,Opportunity Bank,Not available,"V6Xq+Gmv, Takoradi, Ghana",not available,Abdul,5,NAN,2018-06-29,0,https://www.google.com/maps/contrib/116195376352109940090/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Takoradi,Opportunity Bank,Not available,"V6Xq+Gmv, Takoradi, Ghana",not available,Abdul,5,NAN,2018-06-29,0,https://www.google.com/maps/contrib/116195376352109940090/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Takoradi,Standard Chartered Bank Liberation Road,+233 30 261 0750,"Liberation Rd Adjacent All Needs Supermarket, Near, Market Cir, Takoradi, Ghana",sc.com,Richard Ofori (Lutherguy2109),5,NAN,2019-06-29,0,https://www.google.com/maps/contrib/105510815578615190352/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Takoradi,Societe Generale Ghana Takoradi Main Branch,+233 31 202 4660,"V6Wr+Xj8, H. Vroom Ave, Takoradi, Ghana",not available,Isaac Nkrumah,3,NAN,2021-06-28,0,https://www.google.com/maps/contrib/102808022782082352435/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Ghana,Takoradi,Adb Takoradi,Not available,"V6Jx+Wq6, Takoradi, Ghana",not available,Kelladi Limited,4,NAN,2023-06-28,0,https://www.google.com/maps/contrib/107886288324146153961/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Takoradi,Barclays Bank,+233 31 202 2151,"V6Jx+P86, Papa Gyaesayor St, Takoradi, Ghana",not available,Francis Osei Poku,5,"Excellent service client Absa, continuez comme ça !",2022-06-28,1,https://www.google.com/maps/contrib/102722940991722882993/reviews?hl=fr,,0000-00-00,Excellent service client Absa,Positive,['continuez comme ça']
Ghana,Takoradi,Ghana Commercial Bank,+233 20 242 2422,"Takoradi, Ghana",not available,Patrick Coffie,5,NAN,2017-06-29,0,https://www.google.com/maps/contrib/112117791607149576792/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Takoradi,Universal Merchant Bank,Not available,"V6Vv+Rf3, Takoradi, Ghana",not available,Ellis Ofori Appiah,5,NAN,2019-06-29,0,https://www.google.com/maps/contrib/107414840567640308567/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Takoradi,Bank Of Ghana,+233 30 266 6174,"V6Vw+Gmf, Takoradi, Ghana",bog.gov.gh,Felix Acheampong,5,NAN,2020-06-28,0,https://www.google.com/maps/contrib/112106129180559258023/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Takoradi,Access Bank,Not available,"V6Xq+Mqf, Takoradi, Ghana",not available,Felix Acheampong,5,NAN,2020-06-28,0,https://www.google.com/maps/contrib/112106129180559258023/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Takoradi,Omnibank Takoradi Branch,+233 30 708 6000,"V6Xq+Qvf, C.P. Kainyah Ave, Takoradi, Ghana",not available,Samuel Webb Walters,3,NAN,2019-06-29,0,https://www.google.com/maps/contrib/111059631377880779108/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Ghana,Takoradi,Lower Pra Rural Bank. Apramdo Market Branch,Not available,"W674+Fm9, Takoradi Bypass Rd, Takoradi, Ghana",not available,Chipsduncan Duncan,4,NAN,2017-06-29,0,https://www.google.com/maps/contrib/117140417083648117442/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Takoradi,Ssb Main Banque,Not available,"V6Wr+Wjm, Takoradi, Ghana",not available,Richard Ofori (Lutherguy2109),4,L’épargne est conservée en toute sécurité,2019-06-29,17,https://www.google.com/maps/contrib/105510815578615190352/reviews?hl=fr,,0000-00-00,Épargne,Positive,"['sécurité', 'garantie']"
Ghana,Takoradi,Ssb Main Banque,Not available,"V6Wr+Wjm, Takoradi, Ghana",not available,Richard Ofori (Lutherguy2109),4,L’épargne est conservée en toute sécurité,2019-06-29,17,https://www.google.com/maps/contrib/105510815578615190352/reviews?hl=fr,,0000-00-00,Rendement,Negative,"['faible', 'insatisfaisant']"
Ghana,Takoradi,Ssb Main Banque,Not available,"V6Wr+Wjm, Takoradi, Ghana",not available,Richard Ofori (Lutherguy2109),4,L’épargne est conservée en toute sécurité,2019-06-29,17,https://www.google.com/maps/contrib/105510815578615190352/reviews?hl=fr,,0000-00-00,Flexibilité,Neutral,"['facile', 'adaptation']"
Ghana,Takoradi,Uba Ghana - Takoradi Branch,+233 31 202 5787,"Old John Sarbah Rd, Takoradi, Ghana",ubagroup.com,Benjiman Ansah,5,NAN,2018-06-29,0,https://www.google.com/maps/contrib/114483530658771847248/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Takoradi,Calbank,+233 54 433 6745,"Market Cir, Takoradi, Ghana",calbank.net,Araba Rossy,5,NAN,2020-06-28,0,https://www.google.com/maps/contrib/114786428973100725737/reviews?hl=fr,Merci Araba,0000-00-00,Expérience,Positive,[]
Ghana,Takoradi,"Gcb Bank, Takoradi Market Circle",+233 30 396 2099,"Layout Alley, Takoradi, Ghana",gcbbank.com.gh,Kwabena Dankwa,3,NAN,2021-06-28,0,https://www.google.com/maps/contrib/114197086130543678467/reviews?hl=fr,Merci d'avoir choisi GCB Bank PLC.,2023-06-28,Expérience,Neutral,[]
Ghana,Takoradi,Societe Generale Ghana- Takoradi Market Circle Branch,+233 31 203 3280,"43 Liberation Rd, Takoradi, Ghana",not available,Stephen Otoo Danzerl,4,C'est un endroit sympa et bien situé au bord de la route de la libération,2022-06-28,4,https://www.google.com/maps/contrib/113334042194135191356/reviews?hl=fr,,0000-00-00,sympa,Positive,"['situé', 'bord', 'route', 'libération']"
Ghana,Takoradi,Societe Generale Ghana- Takoradi Market Circle Branch,+233 31 203 3280,"43 Liberation Rd, Takoradi, Ghana",not available,Stephen Otoo Danzerl,4,C'est un endroit sympa et bien situé au bord de la route de la libération,2022-06-28,4,https://www.google.com/maps/contrib/113334042194135191356/reviews?hl=fr,,0000-00-00,situation,Negative,[]
Ghana,Takoradi,Societe Generale Ghana- Takoradi Market Circle Branch,+233 31 203 3280,"43 Liberation Rd, Takoradi, Ghana",not available,Stephen Otoo Danzerl,4,C'est un endroit sympa et bien situé au bord de la route de la libération,2022-06-28,4,https://www.google.com/maps/contrib/113334042194135191356/reviews?hl=fr,,0000-00-00,lieu,Neutral,['endroit']
Ghana,Takoradi,Absa | Branch | Takoradi Liberation Road,+233 31 202 3458,"Liberation Rd, Takoradi, Ghana",absa.com.gh,Derrick Asare,4,NAN,2024-04-28,0,https://www.google.com/maps/contrib/111970233613118563170/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Takoradi,Fidelity Bank - Takoradi Market Circle,+233 57 799 9047,"Market Circle, Kofi Annan Rd, Takoradi, Ghana",fidelitybank.com.gh,Hayford Gamor,3,NAN,2014-06-30,0,https://www.google.com/maps/contrib/102496249823163274243/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Ghana,Takoradi,Absa | Branch | Takoradi High Street,+233 31 202 2151,"Takoradi High Street, Takoradi, Ghana",absa.com.gh,Joel Tagoe,5,NAN,2022-06-28,0,https://www.google.com/maps/contrib/114916012128759423875/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Takoradi,Prudential Bank Ltd. - Takoradi Market Circle Branch,Not available,"V6Xq+G49, Liberation Rd, Takoradi, Ghana",prudentialbank.com.gh,Richard Ofori (Lutherguy2109),4,NAN,2019-06-29,0,https://www.google.com/maps/contrib/105510815578615190352/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Takoradi,Fbnbank - Takoradi Branch,+233 26 300 2941,"28 Kofi Annan Rd, Takoradi, Ghana",fbnbankghana.com,Emmanuel Aidoo Asare,5,NAN,2021-06-28,0,https://www.google.com/maps/contrib/108216636317611975690/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Takoradi,First Atlantic Bank | Takoradi | Branch,+233 31 200 3355,"Far West Premises, Plot A Market Cir, Takoradi, Ghana",firstatlanticbank.com.gh,Divine Tetteh,5,Ouais,2023-10-01,0,https://www.google.com/maps/contrib/104837060283201744927/reviews?hl=fr,,0000-00-00,Ouais,Positive,"['amusing', 'funny', 'fun']"
Ghana,Takoradi,First Atlantic Bank | Takoradi | Branch,+233 31 200 3355,"Far West Premises, Plot A Market Cir, Takoradi, Ghana",firstatlanticbank.com.gh,Divine Tetteh,5,Ouais,2023-10-01,0,https://www.google.com/maps/contrib/104837060283201744927/reviews?hl=fr,,0000-00-00,Non,Negative,"['bad', 'awful', 'terrible']"
Ghana,Takoradi,First Atlantic Bank | Takoradi | Branch,+233 31 200 3355,"Far West Premises, Plot A Market Cir, Takoradi, Ghana",firstatlanticbank.com.gh,Divine Tetteh,5,Ouais,2023-10-01,0,https://www.google.com/maps/contrib/104837060283201744927/reviews?hl=fr,,0000-00-00,En résumé,Neutral,[]
Ghana,Takoradi,First Atlantic Bank | Takoradi | Branch,+233 31 200 3355,"Far West Premises, Plot A Market Cir, Takoradi, Ghana",firstatlanticbank.com.gh,Divine Tetteh,5,Ouais,2023-10-01,0,https://www.google.com/maps/contrib/104837060283201744927/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Takoradi,First National Bank Market Circle Branch,+233 24 243 5059,"Market Cr Far West Building B, Takoradi, Ghana",firstnationalbank.com.gh,Nana Kwame Boateng,3,NAN,2023-10-01,0,https://www.google.com/maps/contrib/105839698102428275104/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Ghana,Takoradi,Fidelity Bank,+233 57 799 9047,"Papa Gyaesayor St, Takoradi, Ghana",fidelitybank.com.gh,George Fidelis Obuobi,5,NAN,2018-06-29,0,https://www.google.com/maps/contrib/111365053947477746410/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
